matrix,source_model,model_key,source_layer,layer_group,transformer_block,module,shape_family,method,pruning_family,target_sparsity,pruning_block_size,rows,cols,nnz,realized_sparsity,mask_sha256_16,activation_calibration
qwen25_3b_l03_o_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.3.self_attn.o_proj.weight,qwen25_3b_block_03,3,o_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,db1e0aa55de189d8,
qwen25_3b_l03_o_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.3.self_attn.o_proj.weight,qwen25_3b_block_03,3,o_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,cd7d2c88600ae3b2,qwen25_activation_rms_16prompts.npz
qwen25_3b_l03_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.3.self_attn.q_proj.weight,qwen25_3b_block_03,3,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,a202040fd8552063,
qwen25_3b_l03_q_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.3.self_attn.q_proj.weight,qwen25_3b_block_03,3,q_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,004af41ac6c4abfd,qwen25_activation_rms_16prompts.npz
qwen25_3b_l03_q_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.3.self_attn.q_proj.weight,qwen25_3b_block_03,3,q_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,225709156d1e4b70,
qwen25_3b_l03_q_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.3.self_attn.q_proj.weight,qwen25_3b_block_03,3,q_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,c41297ce7a7912dd,qwen25_activation_rms_16prompts.npz
qwen25_3b_l03_q_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.3.self_attn.q_proj.weight,qwen25_3b_block_03,3,q_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,222e1e93a3b57497,
qwen25_3b_l03_q_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.3.self_attn.q_proj.weight,qwen25_3b_block_03,3,q_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,444dbbeead10887b,qwen25_activation_rms_16prompts.npz
qwen25_3b_l04_o_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.o_proj.weight,qwen25_3b_block_04,4,o_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,685724cb3ae71696,
qwen25_3b_l04_o_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.o_proj.weight,qwen25_3b_block_04,4,o_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,8be47945731f5a59,qwen25_activation_rms_16prompts.npz
qwen25_3b_l04_o_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.o_proj.weight,qwen25_3b_block_04,4,o_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,14533cb735040cea,
qwen25_3b_l04_o_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.o_proj.weight,qwen25_3b_block_04,4,o_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,290c9c85550f6c00,qwen25_activation_rms_16prompts.npz
qwen25_3b_l04_o_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.o_proj.weight,qwen25_3b_block_04,4,o_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,397ade0568a78618,
qwen25_3b_l04_o_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.o_proj.weight,qwen25_3b_block_04,4,o_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,66190885a4e26afe,qwen25_activation_rms_16prompts.npz
qwen25_3b_l04_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.q_proj.weight,qwen25_3b_block_04,4,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,003736f642992d78,
qwen25_3b_l04_q_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.q_proj.weight,qwen25_3b_block_04,4,q_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,6a1133e59b4204af,qwen25_activation_rms_16prompts.npz
qwen25_3b_l04_q_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.q_proj.weight,qwen25_3b_block_04,4,q_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,9af10fff3ad7621d,
qwen25_3b_l04_q_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.q_proj.weight,qwen25_3b_block_04,4,q_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,11c1f0a399cb71ed,qwen25_activation_rms_16prompts.npz
qwen25_3b_l04_q_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.q_proj.weight,qwen25_3b_block_04,4,q_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,5eea8f8610e93e21,
qwen25_3b_l04_q_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.4.self_attn.q_proj.weight,qwen25_3b_block_04,4,q_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,bd260ff013636c51,qwen25_activation_rms_16prompts.npz
qwen25_3b_l06_o_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.o_proj.weight,qwen25_3b_block_06,6,o_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,c42761f35091087f,
qwen25_3b_l06_o_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.o_proj.weight,qwen25_3b_block_06,6,o_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,af8a8d69ebab6a76,qwen25_activation_rms_16prompts.npz
qwen25_3b_l06_o_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.o_proj.weight,qwen25_3b_block_06,6,o_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,fe02420db4197e37,
qwen25_3b_l06_o_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.o_proj.weight,qwen25_3b_block_06,6,o_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,9acfbbb2362e6d48,qwen25_activation_rms_16prompts.npz
qwen25_3b_l06_o_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.o_proj.weight,qwen25_3b_block_06,6,o_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,ff1d24c511408f5c,
qwen25_3b_l06_o_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.o_proj.weight,qwen25_3b_block_06,6,o_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,2bf400c8075d7ece,qwen25_activation_rms_16prompts.npz
qwen25_3b_l06_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.q_proj.weight,qwen25_3b_block_06,6,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,0bb61b688e926803,
qwen25_3b_l06_q_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.q_proj.weight,qwen25_3b_block_06,6,q_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,a8050da74de71249,qwen25_activation_rms_16prompts.npz
qwen25_3b_l06_q_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.q_proj.weight,qwen25_3b_block_06,6,q_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,16493638dcc9ae3f,
qwen25_3b_l06_q_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.q_proj.weight,qwen25_3b_block_06,6,q_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,4fb98f6052e51c47,qwen25_activation_rms_16prompts.npz
qwen25_3b_l06_q_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.q_proj.weight,qwen25_3b_block_06,6,q_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,b54421928bc1c799,
qwen25_3b_l06_q_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.6.self_attn.q_proj.weight,qwen25_3b_block_06,6,q_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,ac856dacc2e2a6c4,qwen25_activation_rms_16prompts.npz
qwen25_3b_l07_o_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.o_proj.weight,qwen25_3b_block_07,7,o_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,19f6deccf6f18cce,
qwen25_3b_l07_o_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.o_proj.weight,qwen25_3b_block_07,7,o_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,0cc03eed65f29b3a,qwen25_activation_rms_16prompts.npz
qwen25_3b_l07_o_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.o_proj.weight,qwen25_3b_block_07,7,o_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,1a3b724c0348db1c,
qwen25_3b_l07_o_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.o_proj.weight,qwen25_3b_block_07,7,o_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,d6eca0cc66c9a58d,qwen25_activation_rms_16prompts.npz
qwen25_3b_l07_o_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.o_proj.weight,qwen25_3b_block_07,7,o_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,edc64d9631a6f973,
qwen25_3b_l07_o_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.o_proj.weight,qwen25_3b_block_07,7,o_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,931ece1848a4296d,qwen25_activation_rms_16prompts.npz
qwen25_3b_l07_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.q_proj.weight,qwen25_3b_block_07,7,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,17d38bd1e85f51e3,
qwen25_3b_l07_q_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.q_proj.weight,qwen25_3b_block_07,7,q_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,ee885ae85e1e34f4,qwen25_activation_rms_16prompts.npz
qwen25_3b_l07_q_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.q_proj.weight,qwen25_3b_block_07,7,q_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,e6b80f5d7d489cc2,
qwen25_3b_l07_q_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.q_proj.weight,qwen25_3b_block_07,7,q_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,d0234f8abbcb1c98,qwen25_activation_rms_16prompts.npz
qwen25_3b_l07_q_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.q_proj.weight,qwen25_3b_block_07,7,q_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,34f6afa4bb9516d9,
qwen25_3b_l07_q_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.7.self_attn.q_proj.weight,qwen25_3b_block_07,7,q_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,1d4428081053d9bf,qwen25_activation_rms_16prompts.npz
qwen25_3b_l08_o_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.o_proj.weight,qwen25_3b_block_08,8,o_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,4984992cd8632b24,
qwen25_3b_l08_o_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.o_proj.weight,qwen25_3b_block_08,8,o_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,384ef8c12795fc4b,qwen25_activation_rms_16prompts.npz
qwen25_3b_l08_o_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.o_proj.weight,qwen25_3b_block_08,8,o_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,86c3d6989ef6dca9,
qwen25_3b_l08_o_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.o_proj.weight,qwen25_3b_block_08,8,o_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,4d420a9442ff0dd2,qwen25_activation_rms_16prompts.npz
qwen25_3b_l08_o_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.o_proj.weight,qwen25_3b_block_08,8,o_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,25994099c163acb0,
qwen25_3b_l08_o_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.o_proj.weight,qwen25_3b_block_08,8,o_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,097f5e5546d1890b,qwen25_activation_rms_16prompts.npz
qwen25_3b_l08_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.q_proj.weight,qwen25_3b_block_08,8,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,a7f03bd86ae66540,
qwen25_3b_l08_q_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.q_proj.weight,qwen25_3b_block_08,8,q_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,1c08c2a302163b60,qwen25_activation_rms_16prompts.npz
qwen25_3b_l08_q_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.q_proj.weight,qwen25_3b_block_08,8,q_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,3dc81685714b079f,
qwen25_3b_l08_q_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.q_proj.weight,qwen25_3b_block_08,8,q_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,e01d35b5be11d8fe,qwen25_activation_rms_16prompts.npz
qwen25_3b_l08_q_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.q_proj.weight,qwen25_3b_block_08,8,q_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,391d3c211fce06cf,
qwen25_3b_l08_q_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.8.self_attn.q_proj.weight,qwen25_3b_block_08,8,q_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,cab082620bfe5b07,qwen25_activation_rms_16prompts.npz
qwen25_3b_l09_o_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.o_proj.weight,qwen25_3b_block_09,9,o_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,cc59bb67ae7886ef,
qwen25_3b_l09_o_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.o_proj.weight,qwen25_3b_block_09,9,o_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,1e27f443ecea5298,qwen25_activation_rms_16prompts.npz
qwen25_3b_l09_o_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.o_proj.weight,qwen25_3b_block_09,9,o_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,6f8cfeb6be32eaa6,
qwen25_3b_l09_o_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.o_proj.weight,qwen25_3b_block_09,9,o_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,0c36aa6f16f545e5,qwen25_activation_rms_16prompts.npz
qwen25_3b_l09_o_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.o_proj.weight,qwen25_3b_block_09,9,o_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,44016b3367940fea,
qwen25_3b_l09_o_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.o_proj.weight,qwen25_3b_block_09,9,o_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,ae529f7b68a9700e,qwen25_activation_rms_16prompts.npz
qwen25_3b_l09_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.q_proj.weight,qwen25_3b_block_09,9,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,3c43c89373940c47,
qwen25_3b_l09_q_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.q_proj.weight,qwen25_3b_block_09,9,q_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,36e108b3c95055c2,qwen25_activation_rms_16prompts.npz
qwen25_3b_l09_q_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.q_proj.weight,qwen25_3b_block_09,9,q_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,acbd4930191ada66,
qwen25_3b_l09_q_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.q_proj.weight,qwen25_3b_block_09,9,q_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,b94411066082e946,qwen25_activation_rms_16prompts.npz
qwen25_3b_l09_q_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.q_proj.weight,qwen25_3b_block_09,9,q_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,0e21d1a21f536ef1,
qwen25_3b_l09_q_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.9.self_attn.q_proj.weight,qwen25_3b_block_09,9,q_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,f347264b1c5d86ab,qwen25_activation_rms_16prompts.npz
qwen25_3b_l11_o_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.o_proj.weight,qwen25_3b_block_11,11,o_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,0327c4c2d49d70eb,
qwen25_3b_l11_o_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.o_proj.weight,qwen25_3b_block_11,11,o_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,91b9a2fa5ffcc217,qwen25_activation_rms_16prompts.npz
qwen25_3b_l11_o_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.o_proj.weight,qwen25_3b_block_11,11,o_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,241c592aa5f2ef4f,
qwen25_3b_l11_o_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.o_proj.weight,qwen25_3b_block_11,11,o_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,c6890ca72b7173c5,qwen25_activation_rms_16prompts.npz
qwen25_3b_l11_o_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.o_proj.weight,qwen25_3b_block_11,11,o_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,1db4154581b40286,
qwen25_3b_l11_o_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.o_proj.weight,qwen25_3b_block_11,11,o_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,81530839d5cf909a,qwen25_activation_rms_16prompts.npz
qwen25_3b_l11_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.q_proj.weight,qwen25_3b_block_11,11,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,e03013fc2d28e932,
qwen25_3b_l11_q_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.q_proj.weight,qwen25_3b_block_11,11,q_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,0dbf5cdce7ec58ae,qwen25_activation_rms_16prompts.npz
qwen25_3b_l11_q_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.q_proj.weight,qwen25_3b_block_11,11,q_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,1e8e122f621bdabb,
qwen25_3b_l11_q_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.q_proj.weight,qwen25_3b_block_11,11,q_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,8e676a621a6b012f,qwen25_activation_rms_16prompts.npz
qwen25_3b_l11_q_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.q_proj.weight,qwen25_3b_block_11,11,q_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,9ac44af4e013ce93,
qwen25_3b_l11_q_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.11.self_attn.q_proj.weight,qwen25_3b_block_11,11,q_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,ab2caf04c1360284,qwen25_activation_rms_16prompts.npz
qwen25_3b_l12_o_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.12.self_attn.o_proj.weight,qwen25_3b_block_12,12,o_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,48d841aff3a4603e,
qwen25_3b_l12_o_proj_wanda_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.12.self_attn.o_proj.weight,qwen25_3b_block_12,12,o_proj,2048x2048,wanda_s70,activation_aware_unstructured,0.7,,2048,2048,1258291,0.7000000476837158,29603658b51c3948,qwen25_activation_rms_16prompts.npz
qwen25_3b_l12_o_proj_global_mag_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.12.self_attn.o_proj.weight,qwen25_3b_block_12,12,o_proj,2048x2048,global_mag_s80,unstructured,0.8,,2048,2048,838861,0.7999999523162842,1949d24cd7c10b07,
qwen25_3b_l12_o_proj_wanda_s80,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.12.self_attn.o_proj.weight,qwen25_3b_block_12,12,o_proj,2048x2048,wanda_s80,activation_aware_unstructured,0.8,,2048,2048,838861,0.7999999523162842,f50972ad978a188f,qwen25_activation_rms_16prompts.npz
qwen25_3b_l12_o_proj_global_mag_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.12.self_attn.o_proj.weight,qwen25_3b_block_12,12,o_proj,2048x2048,global_mag_s90,unstructured,0.9,,2048,2048,419430,0.9000000953674316,a37ea9322bad4a5c,
qwen25_3b_l12_o_proj_wanda_s90,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.12.self_attn.o_proj.weight,qwen25_3b_block_12,12,o_proj,2048x2048,wanda_s90,activation_aware_unstructured,0.9,,2048,2048,419430,0.9000000953674316,255830f110ec6b9c,qwen25_activation_rms_16prompts.npz
qwen25_3b_l12_q_proj_global_mag_s70,Qwen2.5-3B-Instruct,qwen25_3b,model.layers.12.self_attn.q_proj.weight,qwen25_3b_block_12,12,q_proj,2048x2048,global_mag_s70,unstructured,0.7,,2048,2048,1258291,0.7000000476837158,0c89ab3d21662f96,
